Year,Site,C/T,Plot,Plant,bud,flw_pk,sen,upr
2018,CASS,T,1,1,,,,
2018,CASS,T,1,2,,197,204,216
2018,CASS,T,1,3,,197,210,
2018,CASS,T,1,4,,197,207,
2018,CASS,T,1,5,,197,,
2018,CASS,T,1,D1,,200,200,
2018,CASS,T,1,D2,,200,213,
2018,CASS,T,1,D3,,199,,
2018,CASS,C,1,1,,197,213,
2018,CASS,C,1,2,,197,210,
2018,CASS,C,1,3,,,,
2018,CASS,C,1,4,,,,
2018,CASS,C,1,5,,197,200,216
2018,CASS,C,1,D1,,199,210,
2018,CASS,C,1,D2,,,,
2018,CASS,C,1,D3,,199,210,
2018,CASS,T,2,1,,197,200,216
2018,CASS,T,2,2,,197,207,216
2018,CASS,T,2,3,,197,204,
2018,CASS,T,2,4,,,,
2018,CASS,T,2,5,,200,204,210
2018,CASS,T,2,D1,,200,213,
2018,CASS,T,2,D2,,200,204,
2018,CASS,T,2,D3,,,,
2018,CASS,C,2,1,,197,204,
2018,CASS,C,2,2,197,200,210,
2018,CASS,C,2,3,,197,210,
2018,CASS,C,2,4,,197,200,210
2018,CASS,C,2,5,,,,
2018,CASS,C,2,D1,,199,210,
2018,CASS,C,2,D2,,,,
2018,CASS,C,2,D3,,199,213,
2018,CASS,T,3,1,,197,200,
2018,CASS,T,3,2,,,,
2018,CASS,T,3,3,,,,
2018,CASS,T,3,4,,197,210,
2018,CASS,T,3,5,,197,207,
2018,CASS,T,3,D1,,200,200,
2018,CASS,T,3,D2,,,,
2018,CASS,T,3,D3,,200,200,
2018,CASS,C,3,1,,197,207,213
2018,CASS,C,3,2,,197,204,216
2018,CASS,C,3,3,,200,210,
2018,CASS,C,3,4,,197,204,213
2018,CASS,C,3,5,,,,
2018,CASS,C,3,D1,,199,213,
2018,CASS,C,3,D2,,,,
2018,CASS,C,3,D3,,,,
2018,CASS,T,4,1,,,,
2018,CASS,T,4,2,,,,
2018,CASS,T,4,3,,,,
2018,CASS,T,4,4,,,,
2018,CASS,T,4,5,,197,207,
2018,CASS,T,4,D1,,199,200,213
2018,CASS,T,4,D2,,200,204,216
2018,CASS,T,4,D3,,,,
2018,CASS,C,4,1,,197,197,213
2018,CASS,C,4,2,,,,
2018,CASS,C,4,3,,,,
2018,CASS,C,4,4,,197,210,
2018,CASS,C,4,5,,,,
2018,CASS,C,4,D1,,,,
2018,CASS,C,4,D2,,199,210,
2018,CASS,C,4,D3,,199,207,
2018,CASS,T,5,1,,197,197,213
2018,CASS,T,5,2,197,200,207,
2018,CASS,T,5,3,,197,204,213
2018,CASS,T,5,4,,,,
2018,CASS,T,5,5,,197,210,
2018,CASS,T,5,D1,,200,204,210
2018,CASS,T,5,D2,,,,
2018,CASS,T,5,D3,,200,207,
2018,CASS,C,5,1,197,200,210,
2018,CASS,C,5,2,,197,210,216
2018,CASS,C,5,3,,,,
2018,CASS,C,5,4,,,,
2018,CASS,C,5,5,197,201,216,
2018,CASS,C,5,D1,,199,210,
2018,CASS,C,5,D2,199,204,210,
2018,CASS,C,5,D3,,,,
2018,CASS,T,6,1,,,,
2018,CASS,T,6,2,,,,
2018,CASS,T,6,3,,,,
2018,CASS,T,6,4,,,,
2018,CASS,T,6,5,,197,204,213
2018,CASS,T,6,D1,,199,200,213
2018,CASS,T,6,D2,,200,204,
2018,CASS,T,6,D3,,,,
2018,CASS,C,6,1,,,,
2018,CASS,C,6,2,,,,
2018,CASS,C,6,3,,200,210,
2018,CASS,C,6,4,,,,
2018,CASS,C,6,5,,,,
2018,CASS,C,6,D1,,,,
2018,CASS,C,6,D2,,199,204,216
2018,CASS,C,6,D3,,,,
2018,CASS,T,7,1,,,,
2018,CASS,T,7,2,,,,
2018,CASS,T,7,3,,,,
2018,CASS,T,7,4,,,,
2018,CASS,T,7,5,,,,
2018,CASS,T,7,D1,,,,
2018,CASS,T,7,D2,,200,204,
2018,CASS,T,7,D3,,200,204,213
2018,CASS,C,7,1,,197,210,
2018,CASS,C,7,2,,,,
2018,CASS,C,7,3,,,,
2018,CASS,C,7,4,,,,
2018,CASS,C,7,5,,197,204,
2018,CASS,C,7,D1,,,,
2018,CASS,C,7,D2,,,,
2018,CASS,C,7,D3,199,198,,
2018,CASS,T,8,1,,,,
2018,CASS,T,8,2,,,,
2018,CASS,T,8,3,,,,
2018,CASS,T,8,4,,197,204,210
2018,CASS,T,8,5,,200,204,
2018,CASS,T,8,D1,,200,200,
2018,CASS,T,8,D2,,200,210,216
2018,CASS,T,8,D3,,,,
2018,CASS,C,8,1,,197,210,
2018,CASS,C,8,2,,,,
2018,CASS,C,8,3,,197,200,
2018,CASS,C,8,4,,197,204,
2018,CASS,C,8,5,,,,
2018,CASS,C,8,D1,199,198,216,
2018,CASS,C,8,D2,,,,
2018,CASS,C,8,D3,199,198,,
2018,CASS,T,9,1,,197,207,
2018,CASS,T,9,2,,,,
2018,CASS,T,9,3,,197,204,
2018,CASS,T,9,4,,197,204,
2018,CASS,T,9,5,,197,204,
2018,CASS,T,9,D1,,200,204,210
2018,CASS,T,9,D2,,200,200,216
2018,CASS,T,9,D3,,,,
2018,CASS,C,9,1,,,,
2018,CASS,C,9,2,,,,
2018,CASS,C,9,3,,197,210,
2018,CASS,C,9,4,,,,
2018,CASS,C,9,5,,197,210,
2018,CASS,C,9,D1,,,,
2018,CASS,C,9,D2,,,,
2018,CASS,C,9,D3,,199,210,
2018,CASS,T,10,1,,197,200,
2018,CASS,T,10,2,,,,
2018,CASS,T,10,3,,,,
2018,CASS,T,10,4,,197,204,
2018,CASS,T,10,5,,,,
2018,CASS,T,10,D1,,,,
2018,CASS,T,10,D2,,,,
2018,CASS,T,10,D3,,200,204,
2018,CASS,C,10,2,,,,
2018,CASS,C,10,3,,,,
2018,CASS,C,10,4,,,,
2018,CASS,C,10,5,,197,207,
2018,CASS,C,10,D1,,,,
2018,CASS,C,10,D2,199,204,207,
2018,CASS,C,10,D3,,,,
2018,CASS,T,11,1,,,,
2018,CASS,T,11,2,,,,
2018,CASS,T,11,3,,,,
2018,CASS,T,11,4,,,,
2018,CASS,T,11,5,,,,
2018,CASS,T,11,D1,,200,204,
2018,CASS,T,11,D2,200,199,210,
2018,CASS,T,11,D3,,200,204,
2018,CASS,C,11,1,,200,210,
2018,CASS,C,11,2,,,,
2018,CASS,C,11,3,,197,204,216
2018,CASS,C,11,4,,197,207,210
2018,CASS,C,11,5,,197,213,
2018,CASS,C,11,D1,,199,204,
2018,CASS,C,11,D2,,,,
2018,CASS,C,11,D3,,,,
2018,CASS,T,12,1,,,,
2018,CASS,T,12,2,,,,
2018,CASS,T,12,3,,,,
2018,CASS,T,12,4,,,,
2018,CASS,T,12,5,,,,
2018,CASS,T,12,D1,,200,204,
2018,CASS,T,12,D2,,,,
2018,CASS,T,12,D3,,,,
2018,CASS,C,12,1,,197,207,
2018,CASS,C,12,2,,,,
2018,CASS,C,12,3,,197,200,
2018,CASS,C,12,4,,,,
2018,CASS,C,12,5,,197,204,216
2018,CASS,C,12,D1,,,,
2018,CASS,C,12,D2,,,,
2018,CASS,C,12,D3,,,,
2018,CASS,T,13,1,,197,200,
2018,CASS,T,13,2,,197,200,210
2018,CASS,T,13,3,,204,,
2018,CASS,T,13,4,,197,207,
2018,CASS,T,13,5,,197,204,
2018,CASS,T,13,D1,,,,
2018,CASS,T,13,D2,,200,200,
2018,CASS,T,13,D3,,200,204,
2018,CASS,C,13,2,,197,210,
2018,CASS,C,13,3,,197,207,
2018,CASS,C,13,4,,197,210,
2018,CASS,C,13,5,,197,207,
2018,CASS,C,13,D1,,207,210,
2018,CASS,C,13,D2,,,,
2018,CASS,C,13,D3,,,,
2018,CASS,T,14,1,,197,200,210
2018,CASS,T,14,2,,,,
2018,CASS,T,14,3,,197,197,207
2018,CASS,T,14,4,,197,204,213
2018,CASS,T,14,5,,197,204,213
2018,CASS,T,14,D1,,200,207,
2018,CASS,T,14,D2,,,,
2018,CASS,T,14,D3,,200,204,
2018,CASS,C,14,1,,,,
2018,CASS,C,14,2,,,,
2018,CASS,C,14,3,,197,207,
2018,CASS,C,14,4,,197,204,
2018,CASS,C,14,5,,,,
2018,CASS,C,14,D1,,199,207,213
2018,CASS,C,14,D2,,,,
2018,CASS,C,14,D3,,199,204,
2018,CASS,T,15,1,,200,216,
2018,CASS,T,15,2,,,,
2018,CASS,T,15,3,,,,
2018,CASS,T,15,4,,,,
2018,CASS,T,15,5,,,,
2018,CASS,T,15,D1,,,,
2018,CASS,T,15,D2,,200,216,
2018,CASS,T,15,D3,,,,
2018,CASS,C,15,2,,,,
2018,CASS,C,15,3,,,,
2018,CASS,C,15,4,,197,210,
2018,CASS,C,15,5,,,,
2018,CASS,C,15,D1,199,198,,
2018,CASS,C,15,D2,,,,
2018,CASS,C,15,D3,,199,207,
2018,CASS,T,16,1,,,,
2018,CASS,T,16,2,,,,
2018,CASS,T,16,3,,197,204,
2018,CASS,T,16,4,,,,
2018,CASS,T,16,5,,,,
2018,CASS,T,16,D1,,200,204,216
2018,CASS,T,16,D2,,,,
2018,CASS,T,16,D3,,200,204,
2018,CASS,C,16,1,,197,207,
2018,CASS,C,16,2,,,,
2018,CASS,C,16,3,,197,204,
2018,CASS,C,16,4,,,,
2018,CASS,C,16,5,,,,
2018,CASS,C,16,D1,,,,
2018,CASS,C,16,D2,,199,213,
2018,CASS,C,16,D3,,199,207,
2018,CASS,T,17,1,,197,200,207
2018,CASS,T,17,2,,,,
2018,CASS,T,17,3,,,,
2018,CASS,T,17,4,,197,204,
2018,CASS,T,17,5,,,,
2018,CASS,T,17,D1,,200,200,
2018,CASS,T,17,D2,,,,
2018,CASS,T,17,D3,,200,204,
2018,CASS,C,17,1,,,,
2018,CASS,C,17,2,,,,
2018,CASS,C,17,3,,197,207,
2018,CASS,C,17,4,,,,
2018,CASS,C,17,5,,197,210,
2018,CASS,C,17,D1,,199,204,
2018,CASS,C,17,D2,,,,
2018,CASS,C,17,D3,,199,213,
2018,CASS,T,18,1,,197,204,
2018,CASS,T,18,3,,197,,
2018,CASS,T,18,4,197,204,216,
2018,CASS,T,18,5,,197,204,
2018,CASS,T,18,D1,,,,
2018,CASS,T,18,D2,,199,200,213
2018,CASS,T,18,D3,,200,204,
2018,CASS,C,18,1,,197,207,216
2018,CASS,C,18,2,,,,
2018,CASS,C,18,3,,197,210,
2018,CASS,C,18,4,,,,
2018,CASS,C,18,5,197,197,210,
2018,CASS,C,18,D1,,,,
2018,CASS,C,18,D2,,,,
2018,CASS,C,18,D3,,,,
2018,DRY,T,1,1,,201,201,213
2018,DRY,T,1,2,,201,201,216
2018,DRY,T,1,D1,,201,201,
2018,DRY,T,1,D2,,,,
2018,DRY,C,1,1,,197,198,207
2018,DRY,C,1,2,,198,198,
2018,DRY,C,1,D1,,198,204,213
2018,DRY,C,1,D2,,,,
2018,DRY,T,2,1,,197,201,210
2018,DRY,T,2,2,,201,201,216
2018,DRY,T,2,D1,198,198,201,207
2018,DRY,T,2,D2,,,,
2018,DRY,C,2,1,,198,207,
2018,DRY,C,2,2,,198,207,216
2018,DRY,C,2,D1,,201,201,
2018,DRY,C,2,D2,207,204,,
2018,DRY,T,3,1,,198,198,
2018,DRY,T,3,2,,198,204,213
2018,DRY,T,3,D1,,201,204,
2018,DRY,T,3,D2,,,,
2018,DRY,C,3,1,,198,210,
2018,DRY,C,3,2,,197,201,
2018,DRY,C,3,D1,,198,207,
2018,DRY,C,3,D2,,,,
2018,DRY,T,4,1,,198,204,
2018,DRY,T,4,2,,197,198,207
2018,DRY,T,4,D1,,198,204,
2018,DRY,T,4,D2,,,,
2018,DRY,C,4,1,,198,204,216
2018,DRY,C,4,2,198,198,201,
2018,DRY,C,4,D1,,198,204,213
2018,DRY,C,4,D2,,,,
2018,DRY,T,5,1,,198,204,
2018,DRY,T,5,2,,197,201,
2018,DRY,T,5,D1,,197,201,
2018,DRY,T,5,D2,,,,
2018,DRY,C,5,1,,201,201,
2018,DRY,C,5,2,,201,198,
2018,DRY,C,5,D1,198,197,216,
2018,DRY,C,5,D2,,,,
2018,DRY,T,6,1,,197,198,
2018,DRY,T,6,2,,198,210,
2018,DRY,T,6,D1,,201,201,
2018,DRY,T,6,D2,,,,
2018,DRY,C,6,1,198,201,207,
2018,DRY,C,6,2,,201,201,
2018,DRY,C,6,D1,,198,204,216
2018,DRY,C,6,D2,,,,
2018,DRY,T,7,1,,197,198,
2018,DRY,T,7,2,,201,201,
2018,DRY,T,7,D2,,,,
2018,DRY,C,7,1,198,201,204,
2018,DRY,C,7,2,,198,204,
2018,DRY,C,7,D1,198,197,,
2018,DRY,C,7,D2,,,,
2018,DRY,T,8,1,,201,198,216
2018,DRY,T,8,2,,198,204,213
2018,DRY,T,8,D1,,201,204,
2018,DRY,T,8,D2,,,,
2018,DRY,T,9,1,,198,204,
2018,DRY,T,9,2,,198,204,
2018,DRY,T,9,D1,,201,201,
2018,DRY,T,9,D2,,,,
2018,DRY,T,10,1,,197,201,
2018,DRY,T,10,2,,198,204,216
2018,DRY,T,10,D1,198,198,201,
2018,DRY,T,10,D2,,,,
2018,DRY,C,10,1,,201,198,
2018,DRY,C,10,D2,,,,
2018,FERT,T,6,1,,213,201,
2018,FERT,T,6,2,,198,207,
2018,FERT,T,6,D1,,197,198,
2018,FERT,T,6,D2,,,,
2018,FERT,T,8,1,,198,198,
2018,FERT,T,8,2,198,197,201,
2018,FERT,T,8,D1,,198,207,
2018,FERT,T,8,D2,,,,
2018,FERT,C,5,1,,197,201,
2018,FERT,C,5,D1,,,,
2018,FERT,C,5,D2,,,,
2018,FERT,C,7,1,,198,207,216
2018,FERT,C,7,2,,198,204,213
2018,FERT,C,7,D1,,198,198,213
2018,FERT,C,7,D2,,,,
2018,FERT,T,14,1,,197,198,213
2018,FERT,T,14,2,,197,198,213
2018,FERT,T,14,D1,,197,198,
2018,FERT,T,14,D2,,,,
2018,FERT,C,13,1,,198,198,
2018,FERT,C,13,2,,198,207,213
2018,FERT,C,13,D1,,198,207,
2018,FERT,C,13,D2,,,,
2018,FERT,T,22,1,,197,201,
2018,FERT,T,22,2,,198,204,
2018,FERT,T,22,D1,,197,198,
2018,FERT,T,22,D2,,,,
2018,FERT,T,16,1,,198,207,216
2018,FERT,T,16,2,,197,201,
2018,FERT,T,16,D1,,198,201,210
2018,FERT,T,16,D2,,,,
2018,FERT,C,15,1,,198,210,
2018,FERT,C,15,2,,197,198,210
2018,FERT,C,15,D1,,197,204,
2018,FERT,C,15,D2,,,,
2018,FERT,T,24,1,,201,201,213
2018,FERT,T,24,2,,197,198,210
2018,FERT,T,24,D1,,198,207,
2018,FERT,T,24,D2,,,,
2018,FERT,C,23,1,198,204,210,
2018,FERT,C,23,2,,198,204,
2018,FERT,C,23,D1,198,198,207,
2018,FERT,C,23,D2,,,,
2018,FERT,T,30,1,198,207,,
2018,FERT,T,30,2,,198,204,
2018,FERT,T,30,D1,,201,201,
2018,FERT,T,30,D2,,,,
2018,FERT,T,32,1,,198,204,
2018,FERT,T,32,2,,197,198,210
2018,FERT,T,32,D1,,201,201,
2018,FERT,T,32,D2,,,,
2018,FERT,C,31,1,,198,204,
2018,FERT,C,31,2,,198,207,
2018,FERT,C,31,D1,,198,198,
2018,FERT,C,31,D2,,,,
2018,FERT,T,38,1,,197,201,
2018,FERT,T,38,2,,198,207,
2018,FERT,T,38,D1,,198,204,
2018,FERT,T,38,D2,,,,
2018,FERT,T,40,1,198,210,216,
2018,FERT,T,40,2,,197,198,
2018,FERT,T,40,D1,,201,201,213
2018,FERT,T,40,D2,,,,
2018,FERT,c,37,1,198,204,207,
2018,FERT,c,37,2,,198,204,
2018,FERT,c,37,D1,,198,204,
2018,FERT,c,37,D2,,,,
2018,FERT,C,39,1,,198,198,
2018,FERT,C,39,2,,198,204,
2018,FERT,C,39,D1,,198,204,
2018,FERT,C,39,D2,,,,
2015,CASS,C,1,1,,,,
2015,CASS,C,1,2,,,,
2015,CASS,C,1,3,,,,
2015,CASS,C,1,4,,,,
2015,CASS,C,1,5,176,,,
2015,CASS,T,1,1,,,,
2015,CASS,T,1,2,,,,
2015,CASS,T,1,3,,,,
2015,CASS,T,1,4,,,,
2015,CASS,T,1,5,185,191,205,
2015,CASS,C,2,1,,,,
2015,CASS,C,2,2,,,,
2015,CASS,C,2,3,,,,
2015,CASS,C,2,4,185,,,
2015,CASS,C,2,5,181,191,205,205
2015,CASS,T,2,1,176,191,,200
2015,CASS,T,2,2,,,,
2015,CASS,T,2,3,,183,196,
2015,CASS,T,2,4,,,,
2015,CASS,T,2,5,,,,
2015,CASS,C,3,1,,,,
2015,CASS,C,3,2,185,196,205,
2015,CASS,C,3,3,,,,
2015,CASS,C,3,4,185,196,210,
2015,CASS,C,3,5,,,,
2015,CASS,T,3,1,,,,
2015,CASS,T,3,"7,2",,,,
2015,CASS,T,3,HG3-2,,,,
2015,CASS,T,3,"6,3",,,,
2015,CASS,T,3,HJ3_3,176,191,196,200
2015,CASS,T,3,4,,,,
2015,CASS,T,3,5,,,,
2015,CASS,C,4,1,,,,
2015,CASS,C,4,2,,191,200,200
2015,CASS,C,4,3,,,,
2015,CASS,C,4,4,,,,
2015,CASS,C,4,5,,,,
2015,CASS,T,4,1,,,,
2015,CASS,T,4,2,181,191,196,200
2015,CASS,T,4,3,185,,,
2015,CASS,T,4,4,,,,
2015,CASS,T,4,5,181,191,,205
2015,CASS,C,5,1,,,,
2015,CASS,C,5,2,,,,
2015,CASS,C,5,3,,,,
2015,CASS,C,5,"6, C5-4 (old tag)",,,,
2015,CASS,C,5,4,,,,
2015,CASS,C,5,5,,,,
2015,CASS,T,5,1,176,185,200,200
2015,CASS,T,5,2,176,191,,200
2015,CASS,T,5,3,,,,
2015,CASS,T,5,4,,,,
2015,CASS,T,5,5,181,191,205,200
2015,CASS,C,6,1,,191,196,
2015,CASS,C,6,2,181,196,,210
2015,CASS,C,6,3,181,196,,210
2015,CASS,C,6,4,,,,
2015,CASS,C,6,5,,,,
2015,CASS,C,6,"6, 3B",,191,196,200
2015,CASS,T,6,1,176,191,,205
2015,CASS,T,6,2,176,191,200,200
2015,CASS,T,6,3,,,,
2015,CASS,T,6,4,,,,
2015,CASS,T,6,5,181,196,,205
2015,CASS,C,7,1,,,,
2015,CASS,C,7,2,,191,,
2015,CASS,C,7,3,176,191,205,200
2015,CASS,C,7,4,,,,
2015,CASS,C,7,old Tag: C7-4,,,,
2015,CASS,C,7,5,,,,
2015,CASS,T,7,1,,191,205,
2015,CASS,T,7,2,,,,
2015,CASS,T,7,3,,,,
2015,CASS,T,7,4,176,191,,200
2015,CASS,T,7,5,,,,
2015,CASS,C,8,1,176,196,,210
2015,CASS,C,8,2,,,,
2015,CASS,C,8,3,,,,
2015,CASS,C,8,4,176,191,205,
2015,CASS,C,8,5,181,205,,
2015,CASS,T,8,1,176,,210,
2015,CASS,T,8,2,,,,
2015,CASS,T,8,3,176,191,200,200
2015,CASS,T,8,4,176,196,210,
2015,CASS,T,8,5,176,185,196,200
2015,CASS,C,9,1,,,,
2015,CASS,C,9,2,,,,
2015,CASS,C,9,3,,191,210,205
2015,CASS,C,9,4,,,,
2015,CASS,C,9,5,,,,
2015,CASS,T,9,1,,191,200,200
2015,CASS,T,9,2,,,,
2015,CASS,T,9,3,,185,196,200
2015,CASS,T,9,4,,191,,205
2015,CASS,T,9,5,,191,200,
2015,CASS,C,10,1,,,,
2015,CASS,C,10,2,181,191,205,205
2015,CASS,C,10,3,,,,
2015,CASS,C,10,4,176,191,,200
2015,CASS,C,10,5,,,,
2015,CASS,T,10,1,,,,
2015,CASS,T,10,2,176,185,196,200
2015,CASS,T,10,3,176,191,,200
2015,CASS,T,10,4,176,191,200,205
2015,CASS,T,10,5,176,191,196,200
2015,CASS,C,11,1,,,,
2015,CASS,C,11,2,,,,
2015,CASS,C,11,3,,,,
2015,CASS,C,11,4,,,,
2015,CASS,C,11,5,,,,
2015,CASS,T,11,1,,,,
2015,CASS,T,11,2,176,191,196,
2015,CASS,T,11,3,176,191,196,200
2015,CASS,T,11,4,176,191,,200
2015,CASS,T,11,5,,,,
2015,CASS,C,12,1,191,,,
2015,CASS,C,12,2,,,,
2015,CASS,C,12,3,,,,
2015,CASS,C,12,4,176,191,,205
2015,CASS,C,12,5,,,,
2015,CASS,T,12,1,176,191,196,200
2015,CASS,T,12,2,176,191,,205
2015,CASS,T,12,3,176,196,205,205
2015,CASS,T,12,4,176,185,191,200
2015,CASS,T,12,5,,,,
2015,CASS,C,13,1,,,,
2015,CASS,C,13,2,,,,
2015,CASS,C,13,3,,,,
2015,CASS,C,13,4,,,,
2015,CASS,C,13,5,,,,
2015,CASS,T,13,1,176,191,205,205
2015,CASS,T,13,2,176,185,,200
2015,CASS,T,13,3,176,191,,200
2015,CASS,T,13,4,,,,
2015,CASS,T,13,5,,,,
2015,CASS,C,14,1,,,,
2015,CASS,C,14,2,,,,
2015,CASS,C,14,3,,,,
2015,CASS,C,14,4,,,,
2015,CASS,C,14,5,,,,
2015,CASS,T,14,1,181,191,,205
2015,CASS,T,14,2,,191,196,200
2015,CASS,T,14,3,176,181,191,
2015,CASS,T,14,4,,,,
2015,CASS,T,14,5,,,,
2015,CASS,C,15,1,176,185,196,200
2015,CASS,C,15,2,176,191,,205
2015,CASS,C,15,3,,,,
2015,CASS,C,15,4,,191,196,200
2015,CASS,C,15,5,176,185,196,200
2015,CASS,T,15,1,,,,
2015,CASS,T,15,2,,,,
2015,CASS,T,15,3,,191,196,200
2015,CASS,T,15,4,191,,,
2015,CASS,T,15,5,,183,191,196
2015,CASS,C,16,1,,,,
2015,CASS,C,16,2,176,196,,210
2015,CASS,C,16,3,,,,
2015,CASS,C,16,4,176,191,,200
2015,CASS,C,16,5,,,,
2015,CASS,T,16,1,,,,
2015,CASS,T,16,2,176,191,,200
2015,CASS,T,16,3,,,,
2015,CASS,T,16,4,176,185,205,200
2015,CASS,T,16,5,,185,196,200
2015,CASS,C,17,1,,,,
2015,CASS,C,17,2,176,191,196,200
2015,CASS,C,17,3,,,,
2015,CASS,C,17,4,176,191,,200
2015,CASS,C,17,5,,,,
2015,CASS,T,17,1,176,191,196,200
2015,CASS,T,17,2,176,191,196,200
2015,CASS,T,17,3,176,191,200,200
2015,CASS,T,17,4,,,,
2015,CASS,T,17,5,176,185,196,200
2015,CASS,C,18,1,,,,
2015,CASS,C,18,2,176,191,,205
2015,CASS,C,18,3,,,,
2015,CASS,C,18,4,176,191,205,205
2015,CASS,C,18,5,,,,
2015,CASS,T,18,1,,,,
2015,CASS,T,18,2,176,191,,205
2015,CASS,T,18,3,176,191,196,196
2015,CASS,T,18,4,176,191,205,200
2015,CASS,T,18,5,,,,
2014,CASS,C,1,1,,,,
2014,CASS,C,1,2,,,,
2014,CASS,C,1,3,177,186,,198
2014,CASS,C,1,4,,,,
2014,CASS,C,1,5,,,,
2014,CASS,T,1,1,,,,
2014,CASS,T,1,2,,,,
2014,CASS,T,1,3,,,,
2014,CASS,T,1,4,,,,
2014,CASS,T,1,5,,,,
2014,CASS,C,3,2,186,195,218,
2014,CASS,C,2,1,,,,
2014,CASS,C,3,3,,192,,214
2014,CASS,C,3,4,,,,
2014,CASS,C,2,5,,,,
2014,CASS,T,2,1,,,,
2014,CASS,T,2,2,,,,
2014,CASS,T,2,3,,,,
2014,CASS,T,2,4,,,,
2014,CASS,T,2,5,177,189,,201
2014,CASS,C,3,1,,,,
2014,CASS,C,3,2,,,,
2014,CASS,C,3,3,,,,
2014,CASS,C,3,4,180,192,,214
2014,CASS,C,3,5,,,,
2014,CASS,T,3,1,,,,
2014,CASS,T,3,2,,,,
2014,CASS,T,3,HG3-2,,,,
2014,CASS,T,3,3,177,186,,198
2014,CASS,T,3,HG3-3,,189,,198
2014,CASS,T,3,4,,,,
2014,CASS,T,3,5,,,,
2014,CASS,C,4,1,174,186,,204
2014,CASS,C,4,2,,,,
2014,CASS,C,4,3,,,,
2014,CASS,C,4,4,,,,
2014,CASS,C,4,5,174,192,,201
2014,CASS,T,4,1,,,,
2014,CASS,T,4,2,,,,
2014,CASS,T,4,3,,,,
2014,CASS,T,4,4,,,,
2014,CASS,T,4,5,174,192,,201
2014,CASS,C,5,1,,,,
2014,CASS,C,5,2,,,,
2014,CASS,C,5,3,,,,
2014,CASS,C,5,C-5:4 (old),,,,
2014,CASS,C,5,4,,,,
2014,CASS,C,5,5,,,,
2014,CASS,T,5,1,,,,
2014,CASS,T,5,2,,,,
2014,CASS,T,5,3,,,,
2014,CASS,T,5,4,,,,
2014,CASS,T,5,5,180,189,,206
2014,CASS,C,6,1,183,192,,204
2014,CASS,C,6,2,,,,
2014,CASS,C,6,3,,,,
2014,CASS,,,3,,,,
2014,CASS,C,6,4,,,,
2014,CASS,C,6,5,,,,
2014,CASS,T,6,1,,,,
2014,CASS,T,6,2,,,,
2014,CASS,T,6,3,,,,
2014,CASS,T,6,4,,,,
2014,CASS,T,6,5,,,,
2014,CASS,C,7,1,,,,
2014,CASS,C,7,2,177,189,,198
2014,CASS,C,7,3,,,,
2014,CASS,C,7,4,,,,
2014,CASS,C,7,old Tag: C7-4,,,,
2014,CASS,C,7,5,,,,
2014,CASS,T,7,1,,,,
2014,CASS,T,7,2,,,,
2014,CASS,T,7,3,,,,
2014,CASS,T,7,4,177,189,206,204
2014,CASS,T,7,5,,,,
2014,CASS,C,8,1,,,,
2014,CASS,C,8,2,,,,
2014,CASS,C,8,3,,,,
2014,CASS,C,8,4,,,,
2014,CASS,C,8,5,174,192,,214
2014,CASS,T,8,1,,,,
2014,CASS,T,8,2,,,,
2014,CASS,T,8,3,,,,
2014,CASS,T,8,4,183,,,
2014,CASS,T,8,5,,,,
2014,CASS,C,9,1,177,192,,214
2014,CASS,C,9,2,,,,
2014,CASS,C,9,3,,,,
2014,CASS,C,9,4,,,,
2014,CASS,C,9,5,,,,
2014,CASS,T,9,1,,,,
2014,CASS,T,9,2,,,,
2014,CASS,T,9,3,,,,
2014,CASS,T,9,4,,,,
2014,CASS,T,9,5,,,,
2008,CASS,T,1,1,,,,
2008,CASS,T,1,2,,,,
2008,CASS,T,1,3,170,184,,194
2008,CASS,T,1,4,174,180,,
2008,CASS,T,1,5,,,,
2008,CASS,C,1,1,170,184,,198
2008,CASS,C,1,2,174,184,,193
2008,CASS,C,1,3,173,188,,204
2008,CASS,C,1,4,,,,
2008,CASS,C,1,5,,,,
2008,CASS,T,2,1,,,,
2008,CASS,T,2,2,171,181,,195
2008,CASS,T,2,3,,,,
2008,CASS,T,2,4,173,182,,197
2008,CASS,T,2,5,,,,
2008,CASS,C,2,1,174,180,,196
2008,CASS,C,2,2,173,182,,196
2008,CASS,C,2,3,,,,
2008,CASS,C,2,4,,,,
2008,CASS,C,2,5,174,182,,196
2008,CASS,T,3,1,,,,
2008,CASS,T,3,2,,,,
2008,CASS,T,3,3,172,182,,193
2008,CASS,T,3,4,174,187,,193
2008,CASS,T,3,5,,,,
2008,CASS,C,3,1,,,,
2008,CASS,C,3,2,175,180,,192
2008,CASS,C,3,3,,,,
2008,CASS,C,3,4,,,,
2008,CASS,C,3,5,173,184,,198
2008,CASS,T,4,1,,,,
2008,CASS,T,4,2,,,,
2008,CASS,T,4,3,174,191,,198
2008,CASS,T,4,4,171,183,,193
2008,CASS,T,4,5,173,182,,193
2008,CASS,C,4,1,172,182,,209
2008,CASS,C,4,2,,,,
2008,CASS,C,4,3,,,,
2008,CASS,C,4,4,,,,
2008,CASS,C,4,5,171,182,,195
2008,CASS,T,5,1,,,,
2008,CASS,T,5,2,175,186,,193
2008,CASS,T,5,3,172,182,,204
2008,CASS,T,5,4,170,183,,193
2008,CASS,T,5,5,170,181,,192
2008,CASS,C,5,1,173,,,
