Year,Site,C/T,Plot,Plant,bud,flw_pk,sen,upr
1996,DRY,C,14,3,,,,
1996,DRY,C,14,4,,,,
1996,DRY,C,14,5,,,,
1996,DRY,T,1,1,179,191,,196
1996,DRY,T,1,2,,,,
1996,DRY,T,1,3,179,191,,196
1996,DRY,T,1,4,179,196,,211
1996,DRY,T,1,5,,,,
1996,DRY,T,2,1,179,196,212,212
1996,DRY,T,2,2,,,,
1996,DRY,T,2,3,,,,
1996,DRY,T,2,4,179,196,,212
1996,DRY,T,2,5,,,,
1996,DRY,T,3,1,,,,
1996,DRY,T,3,2,,,,
1996,DRY,T,3,3,,,,
1996,DRY,T,3,4,,,,
1996,DRY,T,3,5,,,,
1996,DRY,T,4,1,,,,
1996,DRY,T,4,2,,,,
1996,DRY,T,4,3,,,,
1996,DRY,T,4,4,,,,
1996,DRY,T,4,5,,,,
1996,DRY,T,5,1,,,,
1996,DRY,T,5,2,,,,
1996,DRY,T,5,3,,,,
1996,DRY,T,5,4,,,,
1996,DRY,T,5,5,,,,
1996,DRY,T,6,1,179,196,212,212
1996,DRY,T,6,2,179,196,,202
1996,DRY,T,6,3,179,196,212,212
1996,DRY,T,6,4,179,191,212,218
1996,DRY,T,6,5,179,196,,202
1996,DRY,T,7,1,,,,
1996,DRY,T,7,2,,,,
1996,DRY,T,7,3,179,196,,202
1996,DRY,T,7,4,,,,
1996,DRY,T,7,5,,,,
1996,DRY,T,8,1,179,196,,212
1996,DRY,T,8,2,183,196,,212
1996,DRY,T,8,3,,,,
1996,DRY,T,8,4,,,,
1996,DRY,T,8,5,,,,
1996,DRY,T,9,1,,,,
1996,DRY,T,9,2,,,,
1996,DRY,T,9,3,179,191,,202
1996,DRY,T,9,4,,,,
1996,DRY,T,9,5,179,191,,202
1996,DRY,T,10,1,,,,
1996,DRY,T,10,2,,,,
1996,DRY,T,10,3,179,196,,212
1996,DRY,T,10,4,,,,
1996,DRY,T,10,5,,,,
1996,DRY,T,11,1,179,191,,
1996,DRY,T,11,2,179,0,0,0
1996,DRY,T,11,3,,,,
1996,DRY,T,11,4,,,,
1996,DRY,T,11,5,,,,
1996,DRY,T,12,1,,,,
1996,DRY,T,12,2,,,,
1996,DRY,T,12,3,,,,
1996,DRY,T,12,4,,,,
1996,DRY,T,12,5,,,,
1996,DRY,T,13,1,,,,
1996,DRY,T,13,2,179,0,0,0
1996,DRY,T,13,3,191,0,0,0
1996,DRY,T,13,4,179,0,0,0
1996,DRY,T,13,5,179,0,0,0
1996,DRY,T,14,1,,,,
1996,DRY,T,14,2,,,,
1996,DRY,T,14,3,,,,
1996,DRY,T,14,4,,,,
1996,DRY,T,14,5,179,191,,0
1996,SB,C,1,210,202,0,0,0
1996,SB,C,1,211,,,,
1996,SB,C,1,212,202,0,0,0
1996,SB,C,1,213,,,,
1996,SB,C,1,214,,,,
1996,SB,C,1,306,202,0,0,0
1996,SB,C,1,307,202,0,0,0
1996,SB,C,1,308,,,,
1996,SB,C,1,309,202,0,0,0
1996,SB,C,1,310,,,,
1996,SB,C,2,231,212,0,0,0
1996,SB,C,2,233,207,0,0,0
1996,SB,C,2,234,202,0,0,0
1996,SB,C,2,235,,,,
1996,SB,C,2,236,,,,
1996,SB,C,2,239,202,0,0,0
1996,SB,C,2,315,202,0,0,0
1996,SB,C,2,316,202,0,0,0
1996,SB,C,2,317,,,,
1996,SB,C,2,318,,,,
1996,SB,C,3,247,,,,
1996,SB,C,3,248,202,0,0,0
1996,SB,C,3,250,,,,
1996,SB,C,3,251,,,,
1996,SB,C,3,252,202,0,0,0
1996,SB,C,3,253,202,0,0,0
1996,SB,C,3,254,,,,
1996,SB,C,3,255,202,0,0,0
1996,SB,C,3,256,202,0,0,0
1996,SB,C,3,258,,,,
1995,CASS,C,1,1,181,194,,219
1995,CASS,C,1,2,,,,
1995,CASS,C,1,3,168,200,,213
1995,CASS,C,1,4,,,,
1995,CASS,C,1,5,,,,
1995,CASS,C,2,1,,,,
1995,CASS,C,2,2,178,200,,219
1995,CASS,C,2,3,,,,
1995,CASS,C,2,4,178,194,,213
1995,CASS,C,2,5,,,,
1995,CASS,C,3,1,,,,
1995,CASS,C,3,2,,,,
1995,CASS,C,3,3,,,,
1995,CASS,C,3,4,,,,
1995,CASS,C,3,5,,,,
1995,CASS,C,4,1,,,,
1995,CASS,C,4,2,,,,
1995,CASS,C,4,3,,,,
1995,CASS,C,4,4,,,,
1995,CASS,C,4,5,,,,
1995,CASS,C,5,1,,,,
1995,CASS,C,5,2,,,,
1995,CASS,C,5,3,168,190,,200
1995,CASS,C,5,4,,,,
1995,CASS,C,5,5,,,,
1995,CASS,C,6,1,,,,
1995,CASS,C,6,2,,,,
1995,CASS,C,6,3,,,,
1995,CASS,C,6,4,,,,
1995,CASS,C,6,5,,,,
1995,CASS,C,7,1,,,,
1995,CASS,C,7,2,,,,
1995,CASS,C,7,3,173,194,,206
1995,CASS,C,7,4,168,194,,194
1995,CASS,C,7,5,,,,
1995,CASS,C,8,1,,,,
1995,CASS,C,8,2,,,,
1995,CASS,C,8,3,,,,
1995,CASS,C,8,4,,,,
1995,CASS,C,8,5,,,,
1995,CASS,C,9,1,,,,
1995,CASS,C,9,2,,,,
1995,CASS,C,9,3,,,,
1995,CASS,C,9,4,,,,
1995,CASS,C,9,5,,,,
1995,CASS,C,10,1,,,,
1995,CASS,C,10,2,,,,
1995,CASS,C,10,3,,,,
1995,CASS,C,10,4,,,,
1995,CASS,C,10,5,,,,
1995,CASS,C,11,1,,,,
1995,CASS,C,11,2,,,,
1995,CASS,C,11,3,,,,
1995,CASS,C,11,4,,,,
1995,CASS,C,11,5,,,,
1995,CASS,C,12,1,,,,
1995,CASS,C,12,2,,,,
1995,CASS,C,12,3,,,,
1995,CASS,C,12,4,173,194,,206
1995,CASS,C,12,5,,,,
1995,CASS,C,13,1,168,190,,200
1995,CASS,C,13,2,,,,
1995,CASS,C,13,3,,,,
1995,CASS,C,13,4,,,,
1995,CASS,C,13,5,,,,
1995,CASS,C,14,1,,,,
1995,CASS,C,14,2,,,,
1995,CASS,C,14,3,,,,
1995,CASS,C,14,4,,,,
1995,CASS,C,14,5,,,,
1995,CASS,C,15,1,,,,
1995,CASS,C,15,2,173,187,,200
1995,CASS,C,15,3,,,,
1995,CASS,C,15,4,,,,
1995,CASS,C,15,5,,,,
1995,CASS,C,16,1,173,0,,0
1995,CASS,C,16,2,168,190,,200
1995,CASS,C,16,3,,,,
1995,CASS,C,16,4,173,184,,200
1995,CASS,C,16,5,168,190,,200
1995,CASS,C,17,1,,,,
1995,CASS,C,17,2,,,,
1995,CASS,C,17,3,,,,
1995,CASS,C,17,4,,,,
1995,CASS,C,17,5,164,,,0
1995,CASS,C,18,1,,,,
1995,CASS,C,18,2,,,,
1995,CASS,C,18,3,,,,
1995,CASS,C,18,4,,,,
1995,CASS,C,18,5,173,194,,206
1995,CASS,T,1,1,168,184,,200
1995,CASS,T,1,2,168,181,,194
1995,CASS,T,1,3,,,,
1995,CASS,T,1,4,,,,
1995,CASS,T,1,5,,,,
1995,CASS,T,2,1,174,190,,219
1995,CASS,T,2,2,,,,
1995,CASS,T,2,3,,,,
1995,CASS,T,2,4,168,190,,200
1995,CASS,T,2,5,,,,
1995,CASS,T,3,1,,,,
1995,CASS,T,3,2,,,,
1995,CASS,T,3,3,,,,
1995,CASS,T,3,4,,,,
1995,CASS,T,3,5,178,184,,200
1995,CASS,T,4,1,,,,
1995,CASS,T,4,2,,,,
1995,CASS,T,4,3,,,,
1995,CASS,T,4,4,,,,
1995,CASS,T,4,5,,,,
1995,CASS,T,5,1,,,,
1995,CASS,T,5,2,168,190,,200
1995,CASS,T,5,3,168,178,,194
1995,CASS,T,5,4,173,181,,200
1995,CASS,T,5,5,168,190,,206
1995,CASS,T,6,1,,,,
1995,CASS,T,6,2,,,,
1995,CASS,T,6,3,,,,
1995,CASS,T,6,4,,,,
1995,CASS,T,6,5,,,,
1995,CASS,T,7,1,,,,
1995,CASS,T,7,2,,,,
1995,CASS,T,7,3,,,,
1995,CASS,T,7,4,,,,
1995,CASS,T,7,5,,,,
1995,CASS,T,8,1,173,181,,194
1995,CASS,T,8,2,,,,
1995,CASS,T,8,3,,,,
1995,CASS,T,8,4,,,,
1995,CASS,T,8,5,173,178,,194
1995,CASS,T,9,1,173,194,,206
1995,CASS,T,9,2,,,,
1995,CASS,T,9,3,173,181,,200
1995,CASS,T,9,4,168,181,,
1995,CASS,T,9,5,,,,
1995,CASS,T,10,1,,,,
1995,CASS,T,10,2,,,,
1995,CASS,T,10,3,168,178,,190
1995,CASS,T,10,4,,,,
1995,CASS,T,10,5,,,,
1995,CASS,T,11,1,,,,
1995,CASS,T,11,2,,,,
1995,CASS,T,11,3,,,,
1995,CASS,T,11,4,,,,
1995,CASS,T,11,5,173,194,,200
1995,CASS,T,12,1,,,,
1995,CASS,T,12,2,,,,
1995,CASS,T,12,3,,,,
1995,CASS,T,12,4,,,,
1995,CASS,T,12,5,,,,
1995,CASS,T,13,1,168,184,,206
1995,CASS,T,13,2,,,,
1995,CASS,T,13,3,,,,
1995,CASS,T,13,4,,,,
1995,CASS,T,13,5,,,,
1995,CASS,T,14,1,,,,
1995,CASS,T,14,2,,,,
1995,CASS,T,14,3,,,,
1995,CASS,T,14,4,,,,
1995,CASS,T,14,5,,,,
1995,CASS,T,15,1,,,,
1995,CASS,T,15,2,173,187,,200
1995,CASS,T,15,3,,,,
1995,CASS,T,15,4,,,,
1995,CASS,T,15,5,,,,
1995,CASS,T,16,1,,,,
1995,CASS,T,16,2,173,184,,200
1995,CASS,T,16,3,,,,
1995,CASS,T,16,4,,,,
1995,CASS,T,16,5,164,178,,194
1995,CASS,T,17,1,,,,
1995,CASS,T,17,2,164,0,,0
1995,CASS,T,17,3,,,,
1995,CASS,T,17,4,,,,
1995,CASS,T,17,5,168,178,,194
1995,CASS,T,18,1,,,,
1995,CASS,T,18,2,,,,
1995,CASS,T,18,3,,,,
1995,CASS,T,18,4,,,,
1995,CASS,T,18,5,168,184,,200
1995,DRY,C,1,1,170,0,,0
1995,DRY,C,1,2,,,,
1995,DRY,C,1,3,,,,
1995,DRY,C,1,4,,,,
1995,DRY,C,1,5,,,,
1995,DRY,C,2,1,,,,
1995,DRY,C,2,2,,,,
1995,DRY,C,2,3,,,,
1995,DRY,C,2,4,,,,
1995,DRY,C,2,5,,,,
1995,DRY,C,3,1,173,194,,206
1995,DRY,C,3,2,,,,
1995,DRY,C,3,3,170,194,,206
1995,DRY,C,3,4,,,,
1995,DRY,C,3,5,,,,
1995,DRY,C,4,1,,,,
1995,DRY,C,4,2,170,0,,0
1995,DRY,C,4,3,,,,
1995,DRY,C,4,4,,,,
1995,DRY,C,4,5,,,,
1995,DRY,C,5,1,,,,
1995,DRY,C,5,2,,,,
1995,DRY,C,5,3,,,,
1995,DRY,C,5,4,,,,
1995,DRY,C,5,5,,,,
1995,DRY,C,6,1,,,,
1995,DRY,C,6,2,,,,
1995,DRY,C,6,3,,,,
1995,DRY,C,6,4,,,,
1995,DRY,C,6,5,,,,
1995,DRY,C,7,1,,,,
1995,DRY,C,7,2,,,,
1995,DRY,C,7,3,,,,
1995,DRY,C,7,4,,,,
1995,DRY,C,7,5,,,,
1995,DRY,C,8,1,165,190,,200
1995,DRY,C,8,2,,,,
1995,DRY,C,8,3,,,,
1995,DRY,C,8,4,,,,
1995,DRY,C,8,5,,,,
1995,DRY,C,9,1,178,194,,200
1995,DRY,C,9,2,170,194,,206
1995,DRY,C,9,3,178,194,,200
1995,DRY,C,9,4,,,,
1995,DRY,C,9,5,,,,
1995,DRY,C,10,1,,,,
1995,DRY,C,10,2,,,,
1995,DRY,C,10,3,,,,
1995,DRY,C,10,4,,,,
1995,DRY,C,10,5,,,,
1995,DRY,C,11,1,,,,
1995,DRY,C,11,2,173,194,,200
1995,DRY,C,11,3,,,,
1995,DRY,C,11,4,,,,
1995,DRY,C,11,5,,,,
1995,DRY,C,12,1,,,,
1995,DRY,C,12,2,,,,
1995,DRY,C,12,3,,,,
1995,DRY,C,12,4,,,,
1995,DRY,C,12,5,,,,
1995,DRY,C,13,1,,,,
1995,DRY,C,13,2,,,,
1995,DRY,C,13,3,,,,
1995,DRY,C,13,4,,,,
1995,DRY,C,13,5,,,,
1995,DRY,C,14,1,173,181,,194
1995,DRY,C,14,2,,,,
1995,DRY,C,14,3,170,200,,213
1995,DRY,C,14,4,,,,
1995,DRY,C,14,5,,,,
1995,DRY,T,1,1,,,,
1995,DRY,T,1,2,,,,
1995,DRY,T,1,3,,,,
1995,DRY,T,1,4,,,,
1995,DRY,T,1,5,165,181,,206
1995,DRY,T,2,1,,,,
1995,DRY,T,2,2,,,,
1995,DRY,T,2,3,,,,
1995,DRY,T,2,4,,,,
1995,DRY,T,2,5,,,,
1995,DRY,T,3,1,165,181,,206
1995,DRY,T,3,2,,,,
1995,DRY,T,3,3,,,,
1995,DRY,T,3,4,,,,
1995,DRY,T,3,5,,,,
1995,DRY,T,4,1,,,,
1995,DRY,T,4,2,,,,
1995,DRY,T,4,3,,,,
1995,DRY,T,4,4,,,,
1995,DRY,T,4,5,,,,
1995,DRY,T,5,1,,,,
1995,DRY,T,5,2,,,,
1995,DRY,T,5,3,,,,
1995,DRY,T,5,4,,,,
1995,DRY,T,5,5,,,,
1995,DRY,T,6,1,,,,
1995,DRY,T,6,2,170,184,,194
1995,DRY,T,6,3,165,184,,0
1995,DRY,T,6,4,,,,
1995,DRY,T,6,5,,,,
1995,DRY,T,7,1,,,,
1995,DRY,T,7,2,170,184,,194
1995,DRY,T,7,3,,,,
1995,DRY,T,7,4,,,,
1995,DRY,T,7,5,,,,
1995,DRY,T,8,1,,,,
1995,DRY,T,8,2,170,184,,0
1995,DRY,T,8,3,,,,
1995,DRY,T,8,4,,,,
1995,DRY,T,8,5,,,,
1995,DRY,T,9,1,,,,
1995,DRY,T,9,2,165,178,,194
1995,DRY,T,9,3,165,178,,200
1995,DRY,T,9,4,,,,
1995,DRY,T,9,5,,,,
1995,DRY,T,10,1,,,,
1995,DRY,T,10,2,,,,
1995,DRY,T,10,3,181,187,,200
1995,DRY,T,10,4,,,,
1995,DRY,T,10,5,,,,
1995,DRY,T,11,1,,,,
1995,DRY,T,11,2,,,,
1995,DRY,T,11,3,,,,
1995,DRY,T,11,4,,,,
1995,DRY,T,11,5,,,,
1995,DRY,T,12,1,,,,
1995,DRY,T,12,2,,,,
1995,DRY,T,12,3,165,178,,194
1995,DRY,T,12,4,,,,
1995,DRY,T,12,5,,,,
1995,DRY,T,13,1,,,,
1995,DRY,T,13,2,,,,
1995,DRY,T,13,3,,,,
1995,DRY,T,13,4,,,,
1995,DRY,T,14,1,170,184,,194
1995,DRY,T,14,2,,,,
1995,DRY,T,14,3,,,,
1995,DRY,T,14,4,,,,
1995,DRY,T,14,5,170,187,,206
1995,SB,C,1,210,,,,
1995,SB,C,1,211,,,,
1995,SB,C,1,212,,,,
1995,SB,C,1,213,,,,
1995,SB,C,1,214,,,,
1995,SB,C,2,231,,,,
1995,SB,C,2,233,173,194,,200
1995,SB,C,2,234,,,,
1995,SB,C,2,235,,,,
1995,SB,C,2,239,179,194,,200
1995,SB,C,3,247,,,,
1995,SB,C,3,248,,,,
1995,SB,C,3,250,,,,
1995,SB,C,3,252,,,,
1995,SB,C,3,258,,,,
1994,DRY,C,1,1,168,0,99999,0
1994,DRY,C,1,2,,,,
1994,DRY,C,1,3,,,,
1994,DRY,C,1,4,162,0,,0
1994,DRY,C,1,5,,,,
1994,DRY,C,2,1,168,208,,201
1994,DRY,C,2,2,,,,
1994,DRY,C,2,3,,,,
1994,DRY,C,2,4,,,,
1994,DRY,C,2,5,,,,205
1994,DRY,C,3,1,168,0,,0
1994,DRY,C,3,2,168,0,,0
1994,DRY,C,3,3,172,190,,202
1994,DRY,C,3,4,,,,
1994,DRY,C,3,5,,,,
1994,DRY,C,4,1,,,,
1994,DRY,C,4,2,168,208,,202
1994,DRY,C,4,3,,,,
1994,DRY,C,4,4,,,,
1994,DRY,C,4,5,,,,
1994,DRY,C,5,1,,,,
1994,DRY,C,5,2,168,190,,202
1994,DRY,C,5,3,162,202,,211
1994,DRY,C,5,4,,,,
1994,DRY,C,5,5,208,0,,0
1994,DRY,C,6,1,,,,
1994,DRY,C,6,2,,,,
1994,DRY,C,6,3,168,0,,0
1994,DRY,C,6,4,,,,
1994,DRY,C,6,5,168,0,,0
1994,DRY,C,7,1,208,0,,0
1994,DRY,C,7,2,168,208,,208
1994,DRY,C,7,3,,208,,208
1994,DRY,C,7,4,168,175,,205
1994,DRY,C,7,5,168,172,,0
1994,DRY,C,8,1,,,,
1994,DRY,C,8,2,,,,
1994,DRY,C,8,3,,,,
1994,DRY,C,8,4,,,,
1994,DRY,C,8,5,,,,
1994,DRY,C,9,1,,,,
1994,DRY,C,9,2,,,,
1994,DRY,C,9,3,,,,
1994,DRY,C,9,4,,,,
1994,DRY,C,9,5,,,,
1994,DRY,C,10,1,,,,
1994,DRY,C,10,2,,,,
1994,DRY,C,10,3,,,,
1994,DRY,C,10,4,,,,
1994,DRY,C,10,5,,181,,208
1994,DRY,C,11,1,,,,
1994,DRY,C,11,2,168,0,,0
1994,DRY,C,11,3,168,202,,202
1994,DRY,C,11,4,168,181,,202
1994,DRY,C,11,5,168,0,,0
1994,DRY,C,12,1,208,0,,0
1994,DRY,C,12,2,,,,
1994,DRY,C,12,3,,,,
1994,DRY,C,12,4,,,,
1994,DRY,C,12,5,,,,
1994,DRY,C,13,1,,,,
1994,DRY,C,13,2,,,,
1994,DRY,C,13,3,,,,
1994,DRY,C,13,4,,,,
1994,DRY,C,13,5,,,,
1994,DRY,C,14,1,,,,
1994,DRY,C,14,2,,,,
1994,DRY,C,14,3,,,,
1994,DRY,C,14,4,,,,
1994,DRY,C,14,5,,,,
1994,DRY,T,1,1,,,,
1994,DRY,T,1,2,,,,
1994,DRY,T,1,3,168,208,,202
1994,DRY,T,1,4,,,,
1994,DRY,T,1,5,,,,
1994,DRY,T,2,1,,,,
1994,DRY,T,2,2,,,,
1994,DRY,T,2,3,168,208,,202
1994,DRY,T,2,4,,,,
1994,DRY,T,2,5,168,172,,202
1994,DRY,T,3,1,168,0,,0
1994,DRY,T,3,2,,,,
1994,DRY,T,3,3,162,0,,0
1994,DRY,T,3,4,,,,
1994,DRY,T,3,5,181,190,,211
1994,DRY,T,4,1,162,0,,0
1994,DRY,T,4,2,,,,
1994,DRY,T,4,3,,,,
1994,DRY,T,4,4,,,,
1994,DRY,T,4,5,162,208,,211
1994,DRY,T,5,1,,,,
1994,DRY,T,5,2,,,,
1994,DRY,T,5,3,,,,
1994,DRY,T,5,4,,,,
1994,DRY,T,5,5,162,184,,0
1994,DRY,T,6,1,,,,
1994,DRY,T,6,2,,,,
1994,DRY,T,6,3,,,,
1994,DRY,T,6,4,,,,
1994,DRY,T,6,5,162,208,,211
1994,DRY,T,7,1,,,,
1994,DRY,T,7,2,,,,
1994,DRY,T,7,3,,,,
1994,DRY,T,7,4,168,181,,202
1994,DRY,T,7,5,,,,
1994,DRY,T,8,1,168,208,,202
1994,DRY,T,8,2,172,,,202
1994,DRY,T,8,3,,,,
1994,DRY,T,8,4,172,0,,0
1994,DRY,T,8,5,,,,
1994,DRY,T,9,1,,,,
1994,DRY,T,9,2,172,0,,0
1994,DRY,T,9,3,168,208,,205
1994,DRY,T,9,4,,202,,0
1994,DRY,T,9,5,190,0,,0
1994,DRY,T,10,1,,,,
1994,DRY,T,10,2,,,,
1994,DRY,T,10,3,175,175,,205
1994,DRY,T,10,4,,,,202
1994,DRY,T,10,5,,,,
1994,DRY,T,11,1,,,,
1994,DRY,T,11,2,,,,
1994,DRY,T,11,3,175,,,202
1994,DRY,T,11,4,,,,
1994,DRY,T,11,5,,,,
1994,DRY,T,12,1,162,175,,202
1994,DRY,T,12,2,,,,
1994,DRY,T,12,3,,,,
1994,DRY,T,12,4,,,,
1994,DRY,T,12,5,162,0,,0
1994,DRY,T,13,1,,,,
1994,DRY,T,13,2,,,,
1994,DRY,T,13,3,,,,
1994,DRY,T,13,4,,,,
1994,DRY,T,13,5,,,,
1994,DRY,T,14,1,,,,
1994,DRY,T,14,2,,,,
1994,DRY,T,14,3,,,,
1994,DRY,T,14,4,,,,
1994,DRY,T,14,5,,,,
1994,CASS,C,1,1,169,187,,202
1994,CASS,C,1,2,,,,
1994,CASS,C,1,3,169,0,,0
1994,CASS,C,1,4,,,,
1994,CASS,C,1,5,166,181,,193
1994,CASS,C,2,1,,,,
1994,CASS,C,2,2,169,184,,193
1994,CASS,C,2,3,169,193,,202
1994,CASS,C,2,4,,,,
1994,CASS,C,2,5,169,190,,196
1994,CASS,C,3,1,,,,
1994,CASS,C,3,2,,,,
1994,CASS,C,3,3,166,184,,
1994,CASS,C,3,4,166,0,,0
1994,CASS,C,3,5,175,190,,202
1994,CASS,C,4,1,,,,
1994,CASS,C,4,2,,,,
1994,CASS,C,4,3,166,187,,205
1994,CASS,C,4,4,,,,
1994,CASS,C,4,5,,,,
1994,CASS,C,5,1,,,,
1994,CASS,C,5,2,169,193,,208
1994,CASS,C,5,3,166,187,,199
1994,CASS,C,5,4,166,190,,202
1994,CASS,C,5,5,178,190,,199
1994,CASS,C,6,1,169,184,,196
1994,CASS,C,6,2,,,,
1994,CASS,C,6,3,169,190,,202
1994,CASS,C,6,4,,,,190
1994,CASS,C,6,5,,,,
1994,CASS,C,7,1,,,,
1994,CASS,C,7,2,,,,
1994,CASS,C,7,3,178,187,,199
1994,CASS,C,7,4,,,,
1994,CASS,C,7,5,,,,
1994,CASS,C,8,1,,,,
1994,CASS,C,8,2,,,,
1994,CASS,C,8,3,166,0,,0
1994,CASS,C,8,4,169,0,,0
1994,CASS,C,8,5,,,,
1994,CASS,C,9,1,,,,
1994,CASS,C,9,2,,,,
1994,CASS,C,9,3,,,,
1994,CASS,C,9,4,166,0,,0
1994,CASS,C,9,5,,,,
1994,CASS,C,10,1,,,,
1994,CASS,C,10,2,,,,
1994,CASS,C,10,3,,,,
1994,CASS,C,10,4,,,,
1994,CASS,C,10,5,,,,
1994,CASS,C,11,1,,,,
1994,CASS,C,11,2,,,,
1994,CASS,C,11,3,,,,
1994,CASS,C,11,4,,,,
1994,CASS,C,11,5,,,,
1994,CASS,C,12,1,,,,
1994,CASS,C,12,2,,,,
1994,CASS,C,12,3,,,,
1994,CASS,C,12,4,,,,
1994,CASS,C,12,5,169,187,,193
1994,CASS,C,13,1,,,,
1994,CASS,C,13,2,166,187,,205
1994,CASS,C,13,3,,,,
1994,CASS,C,13,4,,,,
1994,CASS,C,13,5,,,,
1994,CASS,C,14,1,,,,
1994,CASS,C,14,2,,,,
1994,CASS,C,14,3,,,,
1994,CASS,C,14,4,,,,
1994,CASS,C,14,5,166,184,,196
1994,CASS,C,15,1,169,178,,187
1994,CASS,C,15,2,166,178,,187
1994,CASS,C,15,3,,,,
1994,CASS,C,15,4,166,184,,205
1994,CASS,C,15,5,,,,
1994,CASS,C,16,1,169,178,,199
1994,CASS,C,16,2,,,,
1994,CASS,C,16,3,,,,
1994,CASS,C,16,4,,,,
1994,CASS,C,16,5,172,181,,193
1994,CASS,C,17,1,,,,
1994,CASS,C,17,2,166,178,,0
1994,CASS,C,17,3,,,,
1994,CASS,C,17,4,,181,,199
1994,CASS,C,17,5,,,,
1994,CASS,C,18,1,169,187,,193
1994,CASS,C,18,2,166,181,,199
1994,CASS,C,18,3,166,190,,211
1994,CASS,C,18,4,,,,
1994,CASS,C,18,5,,,,
1994,CASS,T,1,1,221,0,,0
1994,CASS,T,1,2,166,178,,181
1994,CASS,T,1,3,,,,
1994,CASS,T,1,4,,181,,190
1994,CASS,T,1,5,166,178,,193
1994,CASS,T,2,1,,,,
1994,CASS,T,2,2,,,,
1994,CASS,T,2,3,,,,
1994,CASS,T,2,4,172,187,,202
1994,CASS,T,2,5,172,187,,193
1994,CASS,T,3,1,,,,
1994,CASS,T,3,2,,,,
1994,CASS,T,3,3,,,,
1994,CASS,T,3,4,,,,
1994,CASS,T,3,5,169,187,,196
1994,CASS,T,4,1,,,,
1994,CASS,T,4,2,,,,
1994,CASS,T,4,3,166,193,,205
1994,CASS,T,4,4,172,187,,196
1994,CASS,T,4,5,,,,
1994,CASS,T,5,1,,,,
1994,CASS,T,5,2,166,184,,193
1994,CASS,T,5,3,,178,,193
1994,CASS,T,5,4,,,,
1994,CASS,T,5,5,166,187,,202
1994,CASS,T,6,1,,,,
1994,CASS,T,6,2,166,181,,199
1994,CASS,T,6,3,,,,
1994,CASS,T,6,4,,,,
1994,CASS,T,6,5,,,,
1994,CASS,T,7,1,,,,
1994,CASS,T,7,2,,,,
1994,CASS,T,7,3,,,,
1994,CASS,T,7,4,166,181,,196
1994,CASS,T,7,5,,,,
1994,CASS,T,8,1,,,,
1994,CASS,T,8,2,,,,
1994,CASS,T,8,3,,,,
1994,CASS,T,8,4,172,190,,208
1994,CASS,T,8,5,166,175,,190
1994,CASS,T,9,1,166,187,,199
1994,CASS,T,9,2,,,,
1994,CASS,T,9,3,,,,
1994,CASS,T,9,4,,,,
1994,CASS,T,9,5,,,,
1994,CASS,T,10,1,166,187,,196
1994,CASS,T,10,2,,,,
1994,CASS,T,10,3,,172,,184
1994,CASS,T,10,4,,,,
1994,CASS,T,10,5,,,,
1994,CASS,T,11,1,166,181,,196
1994,CASS,T,11,2,,,,
1994,CASS,T,11,3,,,,
1994,CASS,T,11,4,,,,
1994,CASS,T,11,5,,,,
1994,CASS,T,12,1,,,,
1994,CASS,T,12,2,166,193,,205
1994,CASS,T,12,3,166,0,,0
1994,CASS,T,12,4,,,,
1994,CASS,T,12,5,166,184,,193
1994,CASS,T,13,1,172,184,,196
1994,CASS,T,13,2,166,193,,208
1994,CASS,T,13,3,166,184,,199
1994,CASS,T,13,4,,,,
1994,CASS,T,13,5,166,0,,0
1994,CASS,T,14,1,,,,
1994,CASS,T,14,2,,,,
1994,CASS,T,14,3,,,,
1994,CASS,T,14,4,,,,
1994,CASS,T,14,5,166,178,,196
1994,CASS,T,15,1,,,,
1994,CASS,T,15,2,166,184,,0
1994,CASS,T,15,3,172,184,,196
1994,CASS,T,15,4,,,,
1994,CASS,T,15,5,,,,
1994,CASS,T,16,1,,,,
1994,CASS,T,16,2,,,,
1994,CASS,T,16,3,166,181,,193
1994,CASS,T,16,4,,,,
1994,CASS,T,16,5,166,178,,0
1994,CASS,T,17,1,,,,
1994,CASS,T,17,2,169,187,,196
1994,CASS,T,17,3,166,0,,0
1994,CASS,T,17,4,,,,
1994,CASS,T,17,5,,,,
1994,CASS,T,18,1,166,169,,193
1994,CASS,T,18,2,,,,
1994,CASS,T,18,3,,,,
1994,CASS,T,18,4,166,187,,199
1994,CASS,T,18,5,172,178,,193
